個股名稱,持有股數,投資比例(%),ticker
奇鋐(3017.TW),1001000,8.37,3017.TW
台積電(2330.TW),1116000,6.61,2330.TW
川湖(2059.TW),205000,6.24,2059.TW
台光電(2383.TW),465000,6.04,2383.TW
欣興(3037.TW),2482000,5.96,3037.TW
貿聯-KY(3665.TW),1161000,5.41,3665.TW
高力(8996.TW),1630000,5.12,8996.TW
智邦(2345.TW),1074000,5.1,2345.TW
大立光(3008.TW),293000,4.76,3008.TW
旺矽(6223.TW),268000,3.64,6223.TW
富喬(1815.TW),11420868,3.48,1815.TW
緯創(3231.TW),7245000,3.24,3231.TW
南亞(1303.TW),5445000,3.21,1303.TW
南俊國際(6584.TW),2231000,2.99,6584.TW
尖點(8021.TW),2682000,2.84,8021.TW
全新(2455.TW),2150000,2.76,2455.TW
南電(8046.TW),968000,2.5,8046.TW
創意(3443.TW),164000,2.47,3443.TW
緯穎(6669.TW),429675,2.43,6669.TW
世芯-KY(3661.TW),215000,2.11,3661.TW
景碩(3189.TW),844013,1.69,3189.TW
聯發科(2454.TW),145000,1.65,2454.TW
臻鼎-KY(4958.TW),1000000,1.19,4958.TW
穎崴(6515.TW),51000,0.89,6515.TW
禾伸堂(3026.TW),261000,0.51,3026.TW
信驊(5274.TW),11000,0.5,5274.TW
華碩(2357.TW),196000,0.47,2357.TW
聯茂(6213.TW),373000,0.47,6213.TW
光寶科(2301.TW),659000,0.46,2301.TW
健策(3653.TW),33000,0.46,3653.TW
亞翔(6139.TW),250000,0.45,6139.TW
聯亞(3081.TW),63000,0.43,3081.TW
技嘉(2376.TW),508000,0.43,2376.TW
南茂(8150.TW),1957000,0.43,8150.TW
萬潤(6187.TW),134000,0.41,6187.TW
漢唐(2404.TW),155000,0.4,2404.TW
致茂(2360.TW),76000,0.4,2360.TW
日月光投控(3711.TW),250000,0.39,3711.TW
台燿(6274.TW),113000,0.38,6274.TW
宜鼎(5289.TW),99952,0.31,5289.TW
世界(5347.TW),629000,0.25,5347.TW
