個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),100000,2.83,2330.TW
聯電(2303.TW),1367000,2.62,2303.TW
中華電(2412.TW),1483000,2.42,2412.TW
華碩(2357.TW),304000,2.38,2357.TW
中信金(2891.TW),2891000,2.38,2891.TW
富邦金(2881.TW),1681025,2.35,2881.TW
廣達(2382.TW),535000,2.33,2382.TW
藥華藥(6446.TW),122000,2.03,6446.TW
台燿(6274.TW),106000,1.99,6274.TW
聯詠(3034.TW),312000,1.94,3034.TW
漢唐(2404.TW),125000,1.9,2404.TW
台灣大(3045.TW),1378000,1.87,3045.TW
台光電(2383.TW),29000,1.83,2383.TW
統一(1216.TW),2042000,1.83,1216.TW
臻鼎-KY(4958.TW),274000,1.83,4958.TW
遠傳(4904.TW),1370000,1.63,4904.TW
尖點(8021.TW),262000,1.6,8021.TW
欣興(3037.TW),150000,1.59,3037.TW
聯發科(2454.TW),30000,1.43,2454.TW
統一超(2912.TW),506000,1.4,2912.TW
日電貿(3090.TW),346000,1.36,3090.TW
國巨*(2327.TW),117000,1.36,2327.TW
長榮航(2618.TW),2692000,1.35,2618.TW
金居(8358.TW),200000,1.3,8358.TW
台灣高鐵(2633.TW),4204000,1.29,2633.TW
亞泥(1102.TW),3013000,1.27,1102.TW
禾伸堂(3026.TW),111000,1.23,3026.TW
鈊象(3293.TW),133000,1.22,3293.TW
景碩(3189.TW),136000,1.2,3189.TW
旺矽(6223.TW),15000,1.19,6223.TW
聯茂(6213.TW),255000,1.16,6213.TW
愛普*(6531.TW),105000,1.15,6531.TW
日月光投控(3711.TW),144000,1.13,3711.TW
上海商銀(5876.TW),2321000,1.12,5876.TW
帆宣(6196.TW),169000,1.11,6196.TW
中租-KY(5871.TW),786000,1.05,5871.TW
崇越(5434.TW),170000,1.02,5434.TW
富鼎(8261.TW),250000,1.01,8261.TW
遠東新(1402.TW),3019000,1.01,1402.TW
南電(8046.TW),77000,0.95,8046.TW
聯強(2347.TW),863000,0.93,2347.TW
大聯大(3702.TW),735000,0.93,3702.TW
矽創(8016.TW),236000,0.9,8016.TW
微星(2377.TW),538000,0.88,2377.TW
可成(2474.TW),325000,0.73,2474.TW
合晶(6182.TW),383000,0.69,6182.TW
新普(6121.TW),126000,0.68,6121.TW
致茂(2360.TW),27000,0.68,2360.TW
台化(1326.TW),865000,0.67,1326.TW
新纖(1409.TW),1812000,0.63,1409.TW
大立光(3008.TW),13000,0.62,3008.TW
台勝科(3532.TW),129000,0.6,3532.TW
上銀(2049.TW),144000,0.6,2049.TW
聖暉*(5536.TW),36000,0.6,5536.TW
光洋科(1785.TW),326000,0.58,1785.TW
創意(3443.TW),11000,0.58,3443.TW
大量(3167.TW),55000,0.57,3167.TW
統一證(2855.TW),944000,0.57,2855.TW
志聖(2467.TW),75000,0.57,2467.TW
群創(3481.TW),703000,0.56,3481.TW
頎邦(6147.TW),222000,0.56,6147.TW
啟碁(6285.TW),184000,0.55,6285.TW
鴻勁(7769.TW),7000,0.55,7769.TW
亞翔(6139.TW),50000,0.54,6139.TW
新唐(4919.TW),271000,0.54,4919.TW
川湖(2059.TW),6000,0.54,2059.TW
大毅(2478.TW),208000,0.52,2478.TW
東捷(8064.TW),323000,0.52,8064.TW
邁科(6831.TW),53000,0.52,6831.TW
嘉基(6715.TW),92000,0.5,6715.TW
旺宏(2337.TW),303000,0.5,2337.TW
中砂(1560.TW),57000,0.49,1560.TW
立隆電(2472.TW),103000,0.48,2472.TW
中美晶(5483.TW),174000,0.42,5483.TW
智邦(2345.TW),13000,0.4,2345.TW
神基(3005.TW),312000,0.4,3005.TW
元大金(2885.TW),492000,0.39,2885.TW
漢翔(2634.TW),556000,0.39,2634.TW
正新(2105.TW),1051000,0.39,2105.TW
美時(1795.TW),164000,0.39,1795.TW
三陽工業(2206.TW),515000,0.38,2206.TW
信驊(5274.TW),2000,0.38,5274.TW
瑞儀(6176.TW),361000,0.38,6176.TW
和碩(4938.TW),375000,0.37,4938.TW
大同(2371.TW),1154000,0.37,2371.TW
群光(2385.TW),302000,0.37,2385.TW
東和鋼鐵(2006.TW),466000,0.37,2006.TW
裕民(2606.TW),522000,0.37,2606.TW
星宇航空(2646.TW),1494000,0.37,2646.TW
智易(3596.TW),163000,0.37,3596.TW
健鼎(3044.TW),60000,0.35,3044.TW
義隆(2458.TW),166000,0.34,2458.TW
長榮航太(2645.TW),115000,0.32,2645.TW
勤誠(8210.TW),20000,0.3,8210.TW
致新(8081.TW),74000,0.28,8081.TW
來億-KY(6890.TW),111000,0.27,6890.TW
佳必琪(6197.TW),64000,0.27,6197.TW
寶雅(5904.TW),32000,0.27,5904.TW
欣銓(3264.TW),92000,0.27,3264.TW
永豐餘(1907.TW),816000,0.27,1907.TW
中興電(1513.TW),124000,0.26,1513.TW
聯華(1229.TW),515000,0.26,1229.TW
中華(2204.TW),399000,0.26,2204.TW
瑞鼎(3592.TW),83000,0.26,3592.TW
國建(2501.TW),896000,0.26,2501.TW
國泰金(2882.TW),239000,0.26,2882.TW
王道銀行(2897.TW),2119000,0.26,2897.TW
元大期貨,222000,0.26,
宏全(9939.TW),180000,0.26,9939.TW
世紀鋼(9958.TW),187000,0.26,9958.TW
美利達(9914.TW),282000,0.25,9914.TW
原相(3227.TW),92000,0.25,3227.TW
大國鋼(8415.TW),572000,0.23,8415.TW
金像電(2368.TW),9000,0.13,2368.TW
台達電(2308.TW),3000,0.07,2308.TW
高力(8996.TW),4000,0.07,8996.TW
全家(5903.TW),25000,0.05,5903.TW
弘塑(3131.TW),1000,0.04,3131.TW
和潤企業(6592.TW),10140,0.01,6592.TW
