個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),310999,15.06,2330.TW
台光電(2383.TW),75000,7.7,2383.TW
聯發科(2454.TW),92001,7.18,2454.TW
南電(8046.TW),236000,5.85,8046.TW
欣興(3037.TW),313001,5.65,3037.TW
旺矽(6223.TW),38901,4.9,6223.TW
智邦(2345.TW),102000,4.78,2345.TW
奇鋐(3017.TW),89500,4.4,3017.TW
台燿(6274.TW),158000,4.25,6274.TW
川湖(2059.TW),21001,3.47,2059.TW
日月光投控(3711.TW),261002,3.41,3711.TW
國巨*(2327.TW),235000,3.29,2327.TW
台達電(2308.TW),74499,2.82,2308.TW
信驊(5274.TW),7920,2.48,5274.TW
南亞科(2408.TW),284000,2.44,2408.TW
金像電(2368.TW),116000,2.2,2368.TW
緯穎(6669.TW),17000,1.87,6669.TW
致茂(2360.TW),41000,1.78,2360.TW
貿聯-KY(3665.TW),37000,1.7,3665.TW
創意(3443.TW),19050,1.68,3443.TW
鴻勁(7769.TW),11000,1.43,7769.TW
環球晶(6488.TW),54000,1.22,6488.TW
穎崴(6515.TW),8000,1.06,6515.TW
聯電(2303.TW),360000,1.0,2303.TW
臻鼎-KY(4958.TW),86000,0.88,4958.TW
矽格(6257.TW),180000,0.82,6257.TW
世界(5347.TW),210000,0.71,5347.TW
緯創(3231.TW),161000,0.56,3231.TW
京元電子(2449.TW),80000,0.46,2449.TW
南亞(1303.TW),80000,0.32,1303.TW
聯亞(3081.TW),1000,0.04,3081.TW
漢唐(2404.TW),1000,0.02,2404.TW
