個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),903000,8.9,2330.TW
聯發科(2454.TW),293000,6.08,2454.TW
奇鋐(3017.TW),408000,5.54,3017.TW
欣興(3037.TW),1193000,5.35,3037.TW
創意(3443.TW),148000,4.96,3443.TW
台光電(2383.TW),245000,4.77,2383.TW
緯穎(6669.TW),419644,3.55,6669.TW
台燿(6274.TW),586000,3.38,6274.TW
健策(3653.TW),127000,2.97,3653.TW
日月光投控(3711.TW),1036000,2.88,3711.TW
川湖(2059.TW),54000,2.74,2059.TW
台達電(2308.TW),352000,2.68,2308.TW
旺矽(6223.TW),125000,2.68,6223.TW
信驊(5274.TW),31900,2.67,5274.TW
智邦(2345.TW),334000,2.56,2345.TW
國巨*(2327.TW),974000,2.23,2327.TW
高力(8996.TW),336000,2.23,8996.TW
富世達(6805.TW),215000,2.15,6805.TW
貿聯-KY(3665.TW),234000,2.1,3665.TW
致茂(2360.TW),197000,1.92,2360.TW
南電(8046.TW),369000,1.72,8046.TW
精測(6510.TW),104000,1.54,6510.TW
大立光(3008.TW),57000,1.46,3008.TW
光寶科(2301.TW),1262000,1.44,2301.TW
聯亞(3081.TW),124000,1.4,3081.TW
萬潤(6187.TW),277000,1.35,6187.TW
中砂(1560.TW),265000,1.01,1560.TW
南亞科(2408.TW),464000,0.92,2408.TW
臻鼎-KY(4958.TW),455000,0.89,4958.TW
昇達科(3491.TW),147000,0.87,3491.TW
弘塑(3131.TW),87000,0.84,3131.TW
聯詠(3034.TW),329000,0.73,3034.TW
南亞(1303.TW),756000,0.7,1303.TW
緯創(3231.TW),956000,0.69,3231.TW
萬海(2615.TW),1468000,0.68,2615.TW
力旺(3529.TW),52000,0.65,3529.TW
聯電(2303.TW),956000,0.61,2303.TW
鈊象(3293.TW),186000,0.54,3293.TW
金像電(2368.TW),124000,0.52,2368.TW
群聯(8299.TW),37000,0.32,8299.TW
宜鼎(5289.TW),60294,0.31,5289.TW
愛普*(6531.TW),84000,0.31,6531.TW
創見(2451.TW),274000,0.31,2451.TW
藥華藥(6446.TW),64000,0.3,6446.TW
威剛(3260.TW),183000,0.28,3260.TW
瑞昱(2379.TW),75000,0.23,2379.TW
崇越(5434.TW),90000,0.19,5434.TW
華邦電(2344.TW),194000,0.13,2344.TW
亞德客-KY(1590.TW),13000,0.07,1590.TW
中華電(2412.TW),70000,0.04,2412.TW
