個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),1019000,9.21,2330.TW
聯發科(2454.TW),459000,6.36,2454.TW
欣興(3037.TW),1167000,4.05,3037.TW
台達電(2308.TW),577000,4.04,2308.TW
台光電(2383.TW),201000,3.78,2383.TW
緯穎(6669.TW),174000,3.28,6669.TW
智邦(2345.TW),370000,3.21,2345.TW
奇鋐(3017.TW),386000,3.1,3017.TW
國巨*(2327.TW),1032000,3.05,2327.TW
南電(8046.TW),540000,2.83,8046.TW
台燿(6274.TW),504000,2.68,6274.TW
藥華藥(6446.TW),520191,2.54,6446.TW
旺矽(6223.TW),105000,2.46,6223.TW
臻鼎-KY(4958.TW),1040000,2.38,4958.TW
川湖(2059.TW),68000,2.14,2059.TW
日月光投控(3711.TW),812000,2.06,3711.TW
聖暉*(5536.TW),427000,1.98,5536.TW
金像電(2368.TW),519000,1.97,2368.TW
貿聯-KY(3665.TW),276000,1.95,3665.TW
南亞科(2408.TW),1088000,1.94,2408.TW
力旺(3529.TW),207000,1.94,3529.TW
信驊(5274.TW),35900,1.85,5274.TW
華邦電(2344.TW),2753000,1.84,2344.TW
亞德客-KY(1590.TW),354000,1.79,1590.TW
聯電(2303.TW),2900000,1.78,2303.TW
富世達(6805.TW),344000,1.78,6805.TW
致茂(2360.TW),245000,1.73,2360.TW
創意(3443.TW),113000,1.73,3443.TW
勤誠(8210.TW),402000,1.71,8210.TW
中華電(2412.TW),3314000,1.63,2412.TW
研華(2395.TW),819000,1.62,2395.TW
愛普*(6531.TW),455000,1.59,6531.TW
穎崴(6515.TW),57000,1.53,6515.TW
嘉澤(3533.TW),113000,0.85,3533.TW
瑞昱(2379.TW),286000,0.8,2379.TW
技嘉(2376.TW),582000,0.74,2376.TW
南亞(1303.TW),839000,0.71,1303.TW
聯詠(3034.TW),365000,0.64,3034.TW
鈊象(3293.TW),207000,0.54,3293.TW
高力(8996.TW),102000,0.45,8996.TW
矽力*-KY(6415.TW),223000,0.42,6415.TW
昇達科(3491.TW),89000,0.39,3491.TW
達發(6526.TW),140000,0.33,6526.TW
遠傳(4904.TW),819000,0.29,4904.TW
崇越(5434.TW),100000,0.21,5434.TW
宜鼎(5289.TW),33000,0.18,5289.TW
威剛(3260.TW),111000,0.17,3260.TW
創見(2451.TW),155000,0.15,2451.TW
群聯(8299.TW),18000,0.14,8299.TW
義隆(2458.TW),169000,0.11,2458.TW
