個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),339999,15.08,2330.TW
國巨*(2327.TW),367000,7.06,2327.TW
台光電(2383.TW),70000,6.97,2383.TW
聯發科(2454.TW),86000,6.32,2454.TW
欣興(3037.TW),313001,5.78,3037.TW
南電(8046.TW),235000,5.01,8046.TW
台燿(6274.TW),157000,4.7,6274.TW
旺矽(6223.TW),36901,4.54,6223.TW
智邦(2345.TW),92000,4.15,2345.TW
華邦電(2344.TW),870000,3.4,2344.TW
奇鋐(3017.TW),66500,2.84,3017.TW
臻鼎-KY(4958.TW),252000,2.77,4958.TW
日月光投控(3711.TW),227002,2.72,3711.TW
川湖(2059.TW),20000,2.65,2059.TW
金像電(2368.TW),100000,2.25,2368.TW
南亞科(2408.TW),260000,2.21,2408.TW
台達電(2308.TW),63499,2.18,2308.TW
信驊(5274.TW),7200,2.13,5274.TW
創意(3443.TW),15050,1.26,3443.TW
貿聯-KY(3665.TW),26000,0.91,3665.TW
緯穎(6669.TW),10000,0.81,6669.TW
致茂(2360.TW),21000,0.81,2360.TW
穎崴(6515.TW),5000,0.78,6515.TW
大立光(3008.TW),8000,0.72,3008.TW
矽格(6257.TW),120000,0.51,6257.TW
聯電(2303.TW),160000,0.5,2303.TW
鴻勁(7769.TW),4000,0.49,7769.TW
健鼎(3044.TW),40000,0.38,3044.TW
群聯(8299.TW),8000,0.35,8299.TW
勤誠(8210.TW),14000,0.33,8210.TW
緯創(3231.TW),110000,0.32,3231.TW
頎邦(6147.TW),75000,0.31,6147.TW
志聖(2467.TW),22000,0.23,2467.TW
遠傳(4904.TW),20003,0.04,4904.TW
