個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),281999,15.26,2330.TW
聯發科(2454.TW),69001,7.11,2454.TW
台光電(2383.TW),59001,6.83,2383.TW
奇鋐(3017.TW),91500,6.61,3017.TW
旺矽(6223.TW),39901,5.09,6223.TW
台燿(6274.TW),158000,5.09,6274.TW
欣興(3037.TW),231001,5.05,3037.TW
川湖(2059.TW),13001,3.56,2059.TW
緯穎(6669.TW),65518,3.23,6669.TW
南電(8046.TW),125000,3.14,8046.TW
創意(3443.TW),22050,3.1,3443.TW
健策(3653.TW),25000,2.98,3653.TW
信驊(5274.TW),6420,2.67,5274.TW
日月光投控(3711.TW),143002,1.97,3711.TW
聯亞(3081.TW),28000,1.79,3081.TW
景碩(3189.TW),95000,1.77,3189.TW
智邦(2345.TW),39000,1.63,2345.TW
鴻勁(7769.TW),11000,1.53,7769.TW
南亞科(2408.TW),130000,1.46,2408.TW
富世達(6805.TW),30000,1.4,6805.TW
聯電(2303.TW),350000,1.13,2303.TW
強茂(2481.TW),290000,1.11,2481.TW
力成(6239.TW),175000,1.09,6239.TW
萬潤(6187.TW),39000,1.08,6187.TW
高力(8996.TW),36000,1.07,8996.TW
致茂(2360.TW),21000,1.0,2360.TW
南亞(1303.TW),190000,0.97,1303.TW
京元電子(2449.TW),150000,0.89,2449.TW
台達電(2308.TW),22499,0.88,2308.TW
昇達科(3491.TW),20000,0.66,3491.TW
貿聯-KY(3665.TW),13000,0.59,3665.TW
穎崴(6515.TW),4000,0.57,6515.TW
緯創(3231.TW),111000,0.46,3231.TW
金像電(2368.TW),16000,0.36,2368.TW
國泰金(2882.TW),130000,0.33,2882.TW
世芯-KY(3661.TW),4000,0.3,3661.TW
彰銀(2801.TW),41000,0.03,2801.TW
鴻海(2317.TW),1000,0.01,2317.TW
裕融(9941.TW),260,0.0,9941.TW
