個股名稱,持有股數,投資比例(%),ticker
聯發科(2454.TW),440000,7.92,2454.TW
台光電(2383.TW),332000,7.82,2383.TW
台積電(2330.TW),770000,7.68,2330.TW
國巨*(2327.TW),898000,4.22,2327.TW
台達電(2308.TW),459000,3.79,2308.TW
環球晶(6488.TW),853000,3.7,6488.TW
致茂(2360.TW),404000,3.68,2360.TW
欣興(3037.TW),850000,3.62,3037.TW
旺矽(6223.TW),103000,2.97,6223.TW
奇鋐(3017.TW),266000,2.78,3017.TW
緯穎(6669.TW),140000,2.66,6669.TW
信驊(5274.TW),34000,2.47,5274.TW
南亞科(2408.TW),1218000,2.43,2408.TW
川湖(2059.TW),78000,2.38,2059.TW
健鼎(3044.TW),1034000,2.3,3044.TW
智邦(2345.TW),227000,2.26,2345.TW
聯電(2303.TW),2962000,2.21,2303.TW
金像電(2368.TW),382000,1.98,2368.TW
華碩(2357.TW),481000,1.5,2357.TW
文曄(3036.TW),1497000,1.36,3036.TW
勤誠(8210.TW),250000,1.34,8210.TW
世界(5347.TW),1392000,1.28,5347.TW
技嘉(2376.TW),919000,1.28,2376.TW
頎邦(6147.TW),1234000,1.24,6147.TW
南亞(1303.TW),1840000,1.19,1303.TW
亞德客-KY(1590.TW),193000,1.12,1590.TW
元大金(2885.TW),4012000,1.12,2885.TW
廣達(2382.TW),664000,1.02,2382.TW
精測(6510.TW),70000,1.0,6510.TW
日月光投控(3711.TW),358000,0.96,3711.TW
緯創(3231.TW),1401000,0.94,3231.TW
健策(3653.TW),63000,0.89,3653.TW
台燿(6274.TW),122000,0.87,6274.TW
貿聯-KY(3665.TW),107000,0.86,3665.TW
日電貿(3090.TW),602000,0.81,3090.TW
華城(1519.TW),235000,0.79,1519.TW
啟碁(6285.TW),730000,0.78,6285.TW
漢唐(2404.TW),126000,0.72,2404.TW
萬潤(6187.TW),152000,0.7,6187.TW
弘塑(3131.TW),42000,0.63,3131.TW
華通(2313.TW),544000,0.53,2313.TW
創意(3443.TW),25000,0.51,3443.TW
華邦電(2344.TW),540000,0.49,2344.TW
富邦金(2881.TW),817000,0.46,2881.TW
穎崴(6515.TW),12000,0.46,6515.TW
強茂(2481.TW),565000,0.45,2481.TW
鈊象(3293.TW),133000,0.42,3293.TW
崇越(5434.TW),200000,0.42,5434.TW
鴻勁(7769.TW),13000,0.38,7769.TW
新應材(4749.TW),90000,0.35,4749.TW
精材(3374.TW),271000,0.34,3374.TW
新普(6121.TW),178000,0.31,6121.TW
南電(8046.TW),66000,0.29,8046.TW
嘉基(6715.TW),140000,0.28,6715.TW
群光(2385.TW),338000,0.15,2385.TW
亞翔(6139.TW),12000,0.04,6139.TW
力成(6239.TW),25000,0.03,6239.TW
