個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),11864000,10.68,2330.TW
聯發科(2454.TW),5186000,8.67,2454.TW
台光電(2383.TW),4750000,8.28,2383.TW
欣興(3037.TW),20300000,7.09,3037.TW
奇鋐(3017.TW),5949000,7.04,3017.TW
旺矽(6223.TW),2546000,5.2,6223.TW
緯穎(6669.TW),6332561,5.02,6669.TW
健策(3653.TW),2512000,5.0,3653.TW
國巨*(2327.TW),24987000,4.91,2327.TW
聯電(2303.TW),89118000,4.88,2303.TW
台達電(2308.TW),7240000,4.53,2308.TW
智邦(2345.TW),6464000,4.32,2345.TW
日月光投控(3711.TW),16811000,3.83,3711.TW
南電(8046.TW),9426000,3.73,8046.TW
貿聯-KY(3665.TW),4280848,3.2,3665.TW
台燿(6274.TW),5398000,2.65,6274.TW
台指期貨 2026/10(FITXN*1.TF),679,2.34,FITXN*1.TF
信驊(5274.TW),207900,1.41,5274.TW
富世達(6805.TW),1731000,1.34,6805.TW
京元電子(2449.TW),12818450,1.26,2449.TW
創意(3443.TW),413000,1.0,3443.TW
欣銓(3264.TW),6628000,0.6,3264.TW
精測(6510.TW),446000,0.53,6510.TW
勤誠(8210.TW),1516000,0.5,8210.TW
臻鼎-KY(4958.TW),2712000,0.48,4958.TW
高力(8996.TW),485000,0.23,8996.TW
穎崴(6515.TW),95000,0.22,6515.TW
台表科(6278.TW),3248000,0.22,6278.TW
同欣電(6271.TW),2222000,0.19,6271.TW
精成科(6191.TW),3988000,0.12,6191.TW
新日興(3376.TW),1740000,0.11,3376.TW
金像電(2368.TW),219000,0.08,2368.TW
中鋼(2002.TW),5163000,0.04,2002.TW
華通(2313.TW),501000,0.04,2313.TW
鴻海(2317.TW),1000,0.0,2317.TW
亞德客-KY(1590.TW),1000,0.0,1590.TW
致茂(2360.TW),1000,0.0,2360.TW
廣達(2382.TW),1000,0.0,2382.TW
南亞科(2408.TW),1000,0.0,2408.TW
美律(2439.TW),1000,0.0,2439.TW
強茂(2481.TW),5000,0.0,2481.TW
慧洋-KY(2637.TW),1000,0.0,2637.TW
大立光(3008.TW),1000,0.0,3008.TW
世芯-KY(3661.TW),1000,0.0,3661.TW
世界(5347.TW),1000,0.0,5347.TW
萬潤(6187.TW),1000,0.0,6187.TW
譜瑞-KY(4966.TW),1000,0.0,4966.TW
華星光(4979.TW),1000,0.0,4979.TW
環球晶(6488.TW),1000,0.0,6488.TW
金居(8358.TW),1000,0.0,8358.TW
南茂(8150.TW),1000,0.0,8150.TW
