個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),140000,3.55,2330.TW
藥華藥(6446.TW),163425,2.03,6446.TW
華碩(2357.TW),233000,1.98,2357.TW
中華電(2412.TW),1243000,1.84,2412.TW
台光電(2383.TW),33000,1.75,2383.TW
聯電(2303.TW),1381000,1.74,2303.TW
中信金(2891.TW),2386000,1.65,2891.TW
大立光(3008.TW),38000,1.6,3008.TW
南亞(1303.TW),897000,1.58,1303.TW
漢唐(2404.TW),130000,1.53,2404.TW
聯發科(2454.TW),36000,1.5,2454.TW
聯詠(3034.TW),265000,1.47,3034.TW
兆豐金(2886.TW),2590000,1.42,2886.TW
華南金(2880.TW),2986000,1.37,2880.TW
富邦金(2881.TW),988025,1.36,2881.TW
景碩(3189.TW),165000,1.23,3189.TW
第一金(2892.TW),3181000,1.22,2892.TW
遠傳(4904.TW),1095000,1.21,4904.TW
臻鼎-KY(4958.TW),266000,1.19,4958.TW
合庫金(5880.TW),4000000,1.15,5880.TW
帆宣(6196.TW),212000,1.12,6196.TW
日月光投控(3711.TW),172000,1.12,3711.TW
欣興(3037.TW),122000,1.12,3037.TW
彰銀(2801.TW),4131000,1.12,2801.TW
旺矽(6223.TW),18000,1.11,6223.TW
台燿(6274.TW),85000,1.1,6274.TW
鴻勁(7769.TW),16000,1.1,7769.TW
聯強(2347.TW),1100000,1.07,2347.TW
廣達(2382.TW),334000,1.05,2382.TW
台灣大(3045.TW),861000,1.03,3045.TW
愛普*(6531.TW),126000,0.98,6531.TW
台灣高鐵(2633.TW),3551000,0.98,2633.TW
鴻海(2317.TW),355000,0.96,2317.TW
統一(1216.TW),1223000,0.95,1216.TW
聯茂(6213.TW),306000,0.94,6213.TW
南電(8046.TW),93000,0.94,8046.TW
臺企銀(2834.TW),4742000,0.92,2834.TW
台化(1326.TW),1488000,0.89,1326.TW
台中銀(2812.TW),3938000,0.87,2812.TW
大聯大(3702.TW),665000,0.82,3702.TW
群益證(6005.TW),2203000,0.81,6005.TW
長榮航(2618.TW),1687000,0.79,2618.TW
致茂(2360.TW),37000,0.77,2360.TW
信邦(3023.TW),237000,0.76,3023.TW
長科*(6548.TW),1002000,0.75,6548.TW
崇越(5434.TW),137000,0.74,5434.TW
微星(2377.TW),473000,0.72,2377.TW
統一超(2912.TW),303000,0.71,2912.TW
元大金(2885.TW),947000,0.69,2885.TW
鈊象(3293.TW),83000,0.68,3293.TW
上海商銀(5876.TW),1403800,0.67,5876.TW
亞泥(1102.TW),1930000,0.67,1102.TW
兆聯實業(6944.TW),85000,0.66,6944.TW
國泰金(2882.TW),606000,0.65,2882.TW
川湖(2059.TW),7000,0.64,2059.TW
禾伸堂(3026.TW),131000,0.64,3026.TW
尖點(8021.TW),166000,0.63,8021.TW
中砂(1560.TW),86000,0.61,1560.TW
上銀(2049.TW),173000,0.61,2049.TW
立隆電(2472.TW),244000,0.6,2472.TW
宜鼎(5289.TW),41000,0.6,5289.TW
和碩(4938.TW),636000,0.59,4938.TW
聚陽(1477.TW),253000,0.59,1477.TW
中租-KY(5871.TW),479840,0.58,5871.TW
啟碁(6285.TW),225000,0.57,6285.TW
譜瑞-KY(4966.TW),91000,0.56,4966.TW
可成(2474.TW),283000,0.55,2474.TW
遠東新(1402.TW),1894000,0.54,1402.TW
新纖(1409.TW),2338000,0.54,1409.TW
長榮(2603.TW),224000,0.5,2603.TW
聖暉*(5536.TW),50000,0.5,5536.TW
亞翔(6139.TW),60000,0.49,6139.TW
永豐餘(1907.TW),1455000,0.45,1907.TW
