個股名稱,持有股數,投資比例(%),ticker
聖暉*(5536.TW),3716000,9.7,5536.TW
台積電(2330.TW),1967000,8.85,2330.TW
聯發科(2454.TW),857000,6.8,2454.TW
亞翔(6139.TW),3067000,5.26,6139.TW
旺矽(6223.TW),307000,4.07,6223.TW
智邦(2345.TW),794000,3.99,2345.TW
臻鼎-KY(4958.TW),3147000,3.44,4958.TW
台光電(2383.TW),326000,3.37,2383.TW
致茂(2360.TW),823000,3.32,2360.TW
穩懋(3105.TW),4143000,3.11,3105.TW
緯穎(6669.TW),297000,2.82,6669.TW
聯電(2303.TW),8921000,2.7,2303.TW
川湖(2059.TW),183000,2.63,2059.TW
環球晶(6488.TW),1134000,2.5,6488.TW
昇達科(3491.TW),967000,2.23,3491.TW
矽格(6257.TW),4627000,2.12,6257.TW
欣銓(3264.TW),4628000,2.1,3264.TW
奇鋐(3017.TW),407000,2.04,3017.TW
辛耘(3583.TW),1105000,1.83,3583.TW
立隆電(2472.TW),2342000,1.83,2472.TW
志聖(2467.TW),1439000,1.73,2467.TW
國巨*(2327.TW),845000,1.63,2327.TW
大立光(3008.TW),199000,1.56,3008.TW
光洋科(1785.TW),5455000,1.51,1785.TW
微星(2377.TW),5638000,1.47,2377.TW
台燿(6274.TW),436000,1.35,6274.TW
日月光投控(3711.TW),996000,1.32,3711.TW
楠梓電(2316.TW),3375000,1.32,2316.TW
矽創(8016.TW),2185000,1.31,8016.TW
愛普*(6531.TW),694000,1.22,6531.TW
鴻勁(7769.TW),91000,1.17,7769.TW
大聯大(3702.TW),5340000,1.05,3702.TW
高力(8996.TW),376000,0.97,8996.TW
文曄(3036.TW),2269000,0.9,3036.TW
頎邦(6147.TW),2300000,0.89,6147.TW
金像電(2368.TW),386000,0.87,2368.TW
台表科(6278.TW),2167000,0.86,6278.TW
技嘉(2376.TW),1056000,0.65,2376.TW
力成(6239.TW),700000,0.43,6239.TW
富世達(6805.TW),121000,0.37,6805.TW
順德(2351.TW),900000,0.35,2351.TW
信驊(5274.TW),9000,0.29,5274.TW
元大金(2885.TW),2114420,0.25,2885.TW
創見(2451.TW),519000,0.24,2451.TW
萬潤(6187.TW),91000,0.17,6187.TW
新日興(3376.TW),359000,0.13,3376.TW
達麗(6177.TW),194350,0.02,6177.TW
創意(3443.TW),1000,0.01,3443.TW
兆豐金(2886.TW),1000,0.0,2886.TW
振大環球(4441.TW),4000,0.0,4441.TW
神達(3706.TW),1400,0.0,3706.TW
富邦金(2881.TW),250,0.0,2881.TW
華城(1519.TW),600,0.0,1519.TW
南電(8046.TW),1000,0.0,8046.TW
金居(8358.TW),1000,0.0,8358.TW
