個股名稱,持有股數,投資比例(%),ticker
奇鋐(3017.TW),1001000,7.82,3017.TW
川湖(2059.TW),235000,7.62,2059.TW
台積電(2330.TW),1116000,6.24,2330.TW
貿聯-KY(3665.TW),1161000,6.16,3665.TW
台光電(2383.TW),465000,6.01,2383.TW
大立光(3008.TW),343000,5.96,3008.TW
欣興(3037.TW),2482000,5.52,3037.TW
智邦(2345.TW),1074000,5.43,2345.TW
高力(8996.TW),1630000,4.39,8996.TW
南俊國際(6584.TW),2231000,3.41,6584.TW
旺矽(6223.TW),268000,3.32,6223.TW
全新(2455.TW),2753000,3.31,2455.TW
富喬(1815.TW),10877000,3.21,1815.TW
緯創(3231.TW),7245000,3.02,3231.TW
南亞(1303.TW),5445000,2.93,1303.TW
尖點(8021.TW),2682000,2.77,8021.TW
南電(8046.TW),968000,2.72,8046.TW
創意(3443.TW),164000,2.25,3443.TW
世芯-KY(3661.TW),215000,2.11,3661.TW
景碩(3189.TW),844013,1.69,3189.TW
台達電(2308.TW),382000,1.63,2308.TW
聯發科(2454.TW),145000,1.43,2454.TW
緯穎(6669.TW),77000,1.38,6669.TW
臻鼎-KY(4958.TW),1000000,1.23,4958.TW
聯亞(3081.TW),63000,0.49,3081.TW
聯茂(6213.TW),373000,0.47,6213.TW
光寶科(2301.TW),659000,0.45,2301.TW
華碩(2357.TW),196000,0.45,2357.TW
禾伸堂(3026.TW),261000,0.44,3026.TW
健策(3653.TW),33000,0.44,3653.TW
亞翔(6139.TW),250000,0.44,6139.TW
信驊(5274.TW),11000,0.43,5274.TW
萬潤(6187.TW),134000,0.42,6187.TW
技嘉(2376.TW),508000,0.42,2376.TW
南茂(8150.TW),1957000,0.42,8150.TW
漢唐(2404.TW),155000,0.39,2404.TW
台燿(6274.TW),113000,0.38,6274.TW
致茂(2360.TW),76000,0.35,2360.TW
宜鼎(5289.TW),99952,0.33,5289.TW
世界(5347.TW),629000,0.22,5347.TW
