個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),1096000,25.58,2330.TW
世芯-KY(3661.TW),73000,3.38,3661.TW
技嘉(2376.TW),922000,2.95,2376.TW
川湖(2059.TW),37000,2.76,2059.TW
光聖(6442.TW),162000,2.51,6442.TW
弘塑(3131.TW),65000,2.4,3131.TW
智邦(2345.TW),92000,2.4,2345.TW
致茂(2360.TW),114000,2.39,2360.TW
臻鼎-KY(4958.TW),413000,2.34,4958.TW
文曄(3036.TW),1111000,2.29,3036.TW
台光電(2383.TW),41000,2.2,2383.TW
大立光(3008.TW),53000,2.16,3008.TW
研華(2395.TW),428000,2.07,2395.TW
中華電(2412.TW),1431000,1.91,2412.TW
聯發科(2454.TW),46000,1.89,2454.TW
聯電(2303.TW),1204000,1.89,2303.TW
金像電(2368.TW),159000,1.86,2368.TW
奇鋐(3017.TW),68000,1.76,3017.TW
聯亞(3081.TW),90000,1.65,3081.TW
南電(8046.TW),148000,1.6,8046.TW
旺矽(6223.TW),22000,1.51,6223.TW
健策(3653.TW),46000,1.51,3653.TW
鈊象(3293.TW),195000,1.48,3293.TW
群聯(8299.TW),61000,1.29,8299.TW
台達電(2308.TW),68000,1.27,2308.TW
台玻(1802.TW),1910000,1.27,1802.TW
上銀(2049.TW),372000,1.24,2049.TW
統一(1216.TW),1679000,1.19,1216.TW
華邦電(2344.TW),659000,1.14,2344.TW
南亞科(2408.TW),295000,1.14,2408.TW
日月光投控(3711.TW),163000,1.12,3711.TW
萬潤(6187.TW),115000,1.09,6187.TW
鴻勁(7769.TW),16000,1.06,7769.TW
頎邦(6147.TW),491000,0.98,6147.TW
高力(8996.TW),70000,0.94,8996.TW
緯穎(6669.TW),19000,0.94,6669.TW
力旺(3529.TW),31000,0.87,3529.TW
富邦金(2881.TW),740000,0.84,2881.TW
穩懋(3105.TW),187000,0.73,3105.TW
矽力*-KY(6415.TW),119000,0.7,6415.TW
中信金(2891.TW),977000,0.65,2891.TW
遠傳(4904.TW),584000,0.57,4904.TW
環球晶(6488.TW),50000,0.57,6488.TW
貿聯-KY(3665.TW),13000,0.25,3665.TW
富世達(6805.TW),14000,0.22,6805.TW
嘉澤(3533.TW),10000,0.21,3533.TW
鴻海(2317.TW),64000,0.14,2317.TW
欣興(3037.TW),6000,0.06,3037.TW
力成(6239.TW),12000,0.04,6239.TW
景碩(3189.TW),2000,0.02,3189.TW
