個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),317000.0,21.42,2330.TW
臺股期貨08/26,,16.16,
聯發科(2454.TW),62500.0,7.03,2454.TW
日月光投控(3711.TW),226000.0,3.85,3711.TW
台達電(2308.TW),79000.0,3.73,2308.TW
台新新光金(2887.TW),3247150.0,3.36,2887.TW
元大金(2885.TW),1516000.0,3.05,2885.TW
聯電(2303.TW),796000.0,2.75,2303.TW
信驊(5274.TW),4840.0,2.18,5274.TW
永豐金(2890.TW),1861500.0,2.15,2890.TW
台光電(2383.TW),14000.0,2.1,2383.TW
統一(1216.TW),879000.0,1.89,1216.TW
上海商銀(5876.TW),1437230.0,1.85,5876.TW
飛捷(6206.TW),453000.0,1.85,6206.TW
技嘉(2376.TW),188000.0,1.82,2376.TW
大聯大(3702.TW),526000.0,1.8,3702.TW
中租-KY(5871.TW),550800.0,1.79,5871.TW
茂達(6138.TW),195000.0,1.68,6138.TW
材料*-KY(4763.TW),1187000.0,1.67,4763.TW
崇越(5434.TW),109000.0,1.62,5434.TW
力成(6239.TW),208000.0,1.55,6239.TW
矽格(6257.TW),262000.0,1.52,6257.TW
祥碩(5269.TW),38000.0,1.5,5269.TW
億光(2393.TW),895000.0,1.5,2393.TW
群聯(8299.TW),23000.0,1.22,8299.TW
聯陽(3014.TW),287000.0,1.07,3014.TW
欣銓(3264.TW),186000.0,1.05,3264.TW
智邦(2345.TW),15000.0,1.01,2345.TW
致茂(2360.TW),18000.0,1.01,2360.TW
旺矽(6223.TW),5500.0,0.94,6223.TW
弘塑(3131.TW),11000.0,0.81,3131.TW
奇鋐(3017.TW),10000.0,0.76,3017.TW
國巨*(2327.TW),44000.0,0.73,2327.TW
洋基工程(6691.TW),36000.0,0.71,6691.TW
欣興(3037.TW),23000.0,0.62,3037.TW
聯詠(3034.TW),37000.0,0.56,3034.TW
穎崴(6515.TW),2500.0,0.48,6515.TW
台星科(3265.TW),98000.0,0.44,3265.TW
元太(8069.TW),75000.0,0.43,8069.TW
世界(5347.TW),84000.0,0.38,5347.TW
廣達(2382.TW),43000.0,0.38,2382.TW
威剛(3260.TW),32000.0,0.37,3260.TW
帆宣(6196.TW),24000.0,0.34,6196.TW
景碩(3189.TW),14000.0,0.31,3189.TW
亞翔(6139.TW),11000.0,0.25,6139.TW
愛普*(6531.TW),9000.0,0.21,6531.TW
環球晶(6488.TW),5000.0,0.14,6488.TW
創意(3443.TW),1000.0,0.12,3443.TW
矽創(8016.TW),13000.0,0.11,8016.TW
毅嘉(2402.TW),61000.0,0.1,2402.TW
統一超(2912.TW),13000.0,0.08,2912.TW
臺指選擇權09/26 46500 買權,,-0.02,
臺指選擇權08/26 45400 買權,,-0.26,
