個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),90000,8.27,2330.TW
奇鋐(3017.TW),58000,7.4,3017.TW
欣興(3037.TW),166000,7.0,3037.TW
台光電(2383.TW),29000,6.04,2383.TW
旺矽(6223.TW),27000,5.16,6223.TW
聯發科(2454.TW),32000,4.84,2454.TW
創意(3443.TW),20000,4.57,3443.TW
貿聯-KY(3665.TW),52000,4.46,3665.TW
南電(8046.TW),91000,4.28,8046.TW
台燿(6274.TW),75000,4.24,6274.TW
健策(3653.TW),18000,3.95,3653.TW
聯亞(3081.TW),29800,3.74,3081.TW
南亞科(2408.TW),167000,3.42,2408.TW
全新(2455.TW),205000,3.38,2455.TW
富世達(6805.TW),36000,3.2,6805.TW
鴻勁(7769.TW),12000,2.96,7769.TW
金居(8358.TW),134000,2.76,8358.TW
上詮(3363.TW),92729,2.47,3363.TW
萬潤(6187.TW),47000,2.44,6187.TW
雍智科技(6683.TW),52000,2.37,6683.TW
智邦(2345.TW),28000,2.26,2345.TW
竹陞科技(6739.TW),50000,2.16,6739.TW
台達電(2308.TW),28000,1.95,2308.TW
穎崴(6515.TW),8000,1.9,6515.TW
高力(8996.TW),35000,1.68,8996.TW
信驊(5274.TW),300,0.18,5274.TW
