個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),1039000,8.36,2330.TW
聯發科(2454.TW),476000,6.38,2454.TW
台光電(2383.TW),269000,4.8,2383.TW
緯穎(6669.TW),215000,4.63,6669.TW
欣興(3037.TW),1310000,4.2,3037.TW
奇鋐(3017.TW),445000,4.02,3017.TW
智邦(2345.TW),431000,3.47,2345.TW
台達電(2308.TW),598000,3.36,2308.TW
貿聯-KY(3665.TW),392000,3.13,3665.TW
台燿(6274.TW),643000,2.99,6274.TW
旺矽(6223.TW),127000,2.6,6223.TW
日月光投控(3711.TW),1193000,2.42,3711.TW
川湖(2059.TW),70000,2.31,2059.TW
藥華藥(6446.TW),537191,2.26,6446.TW
聯電(2303.TW),5216000,2.14,2303.TW
國巨*(2327.TW),1070000,2.1,2327.TW
亞德客-KY(1590.TW),422000,2.09,1590.TW
南電(8046.TW),560000,2.03,8046.TW
信驊(5274.TW),36900,1.98,5274.TW
富世達(6805.TW),357000,1.97,6805.TW
力旺(3529.TW),215000,1.92,3529.TW
致茂(2360.TW),280000,1.87,2360.TW
勤誠(8210.TW),437000,1.74,8210.TW
南亞科(2408.TW),1128000,1.71,2408.TW
研華(2395.TW),850000,1.7,2395.TW
創意(3443.TW),117000,1.68,3443.TW
金像電(2368.TW),538000,1.67,2368.TW
臻鼎-KY(4958.TW),1078000,1.66,4958.TW
中華電(2412.TW),3435000,1.63,2412.TW
華邦電(2344.TW),2853000,1.55,2344.TW
聖暉*(5536.TW),443000,1.52,5536.TW
穎崴(6515.TW),59000,1.35,6515.TW
愛普*(6531.TW),472000,1.32,6531.TW
嘉澤(3533.TW),143000,1.0,3533.TW
瑞昱(2379.TW),296000,0.74,2379.TW
聯詠(3034.TW),378000,0.69,3034.TW
技嘉(2376.TW),603000,0.69,2376.TW
鈊象(3293.TW),215000,0.58,3293.TW
南亞(1303.TW),870000,0.51,1303.TW
高力(8996.TW),106000,0.38,8996.TW
昇達科(3491.TW),92000,0.37,3491.TW
矽力*-KY(6415.TW),231000,0.34,6415.TW
遠傳(4904.TW),849000,0.3,4904.TW
達發(6526.TW),145000,0.29,6526.TW
崇越(5434.TW),104000,0.18,5434.TW
宜鼎(5289.TW),34000,0.17,5289.TW
威剛(3260.TW),115000,0.16,3260.TW
創見(2451.TW),161000,0.16,2451.TW
群聯(8299.TW),19000,0.12,8299.TW
義隆(2458.TW),175000,0.1,2458.TW
