個股名稱,持有股數,投資比例(%),ticker
川湖(2059.TW),260000,8.55,2059.TW
台積電(2330.TW),1306000,7.11,2330.TW
奇鋐(3017.TW),1001000,6.95,3017.TW
台光電(2383.TW),465000,6.6,2383.TW
欣興(3037.TW),2483000,6.51,3037.TW
貿聯-KY(3665.TW),1161000,5.95,3665.TW
智邦(2345.TW),1074000,5.47,2345.TW
大立光(3008.TW),420000,5.09,3008.TW
高力(8996.TW),1630000,4.38,8996.TW
聯發科(2454.TW),406000,3.61,2454.TW
旺矽(6223.TW),268000,3.23,6223.TW
南俊國際(6584.TW),2231000,3.07,6584.TW
緯創(3231.TW),7245000,3.0,3231.TW
全新(2455.TW),2753000,2.63,2455.TW
台達電(2308.TW),632000,2.63,2308.TW
尖點(8021.TW),2682000,2.51,8021.TW
南亞(1303.TW),5445000,2.49,1303.TW
富喬(1815.TW),10877000,2.37,1815.TW
創意(3443.TW),164000,2.08,3443.TW
世芯-KY(3661.TW),215000,1.83,3661.TW
景碩(3189.TW),844013,1.67,3189.TW
緯穎(6669.TW),77000,1.13,6669.TW
臻鼎-KY(4958.TW),1000000,1.08,4958.TW
日月光投控(3711.TW),716000,0.98,3711.TW
南電(8046.TW),300000,0.85,8046.TW
穎崴(6515.TW),42000,0.61,6515.TW
亞翔(6139.TW),250000,0.45,6139.TW
信驊(5274.TW),11000,0.43,5274.TW
聯亞(3081.TW),63000,0.42,3081.TW
聯茂(6213.TW),373000,0.42,6213.TW
光寶科(2301.TW),659000,0.41,2301.TW
華碩(2357.TW),196000,0.41,2357.TW
致茂(2360.TW),76000,0.4,2360.TW
技嘉(2376.TW),508000,0.4,2376.TW
禾伸堂(3026.TW),261000,0.4,3026.TW
漢唐(2404.TW),155000,0.4,2404.TW
台燿(6274.TW),113000,0.4,6274.TW
南茂(8150.TW),1957000,0.4,8150.TW
健策(3653.TW),33000,0.39,3653.TW
萬潤(6187.TW),134000,0.39,6187.TW
宜鼎(5289.TW),98000,0.33,5289.TW
辛耘(3583.TW),147000,0.24,3583.TW
世界(5347.TW),629000,0.22,5347.TW
竑騰(7751.TW),25000,0.09,7751.TW
欣銓(3264.TW),72000,0.03,3264.TW
