個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),10740000,9.86,2330.TW
台光電(2383.TW),4653000,7.96,2383.TW
聯發科(2454.TW),5131000,6.75,2454.TW
國巨*(2327.TW),25098000,5.31,2327.TW
緯穎(6669.TW),2417000,5.18,6669.TW
智邦(2345.TW),6334000,5.05,2345.TW
旺矽(6223.TW),2443000,4.88,6223.TW
欣興(3037.TW),16971000,4.87,3037.TW
奇鋐(3017.TW),5423000,4.74,3017.TW
貿聯-KY(3665.TW),4833848,4.22,3665.TW
聯電(2303.TW),86550000,3.7,2303.TW
南電(8046.TW),9519000,3.49,8046.TW
台達電(2308.TW),5567000,3.47,2308.TW
日月光投控(3711.TW),16327000,3.4,3711.TW
健策(3653.TW),2267000,3.13,3653.TW
信驊(5274.TW),448900,2.42,5274.TW
金像電(2368.TW),7478000,2.28,2368.TW
台燿(6274.TW),5160000,2.2,6274.TW
富世達(6805.TW),1931000,1.02,6805.TW
勤誠(8210.TW),2267000,0.93,8210.TW
京元電子(2449.TW),7443450,0.66,2449.TW
萬潤(6187.TW),1334000,0.5,6187.TW
精測(6510.TW),319000,0.32,6510.TW
華星光(4979.TW),1874000,0.3,4979.TW
亞德客-KY(1590.TW),528000,0.29,1590.TW
臻鼎-KY(4958.TW),1682000,0.28,4958.TW
台表科(6278.TW),3972000,0.23,6278.TW
穎崴(6515.TW),93000,0.21,6515.TW
頎邦(6147.TW),3764000,0.2,6147.TW
同欣電(6271.TW),2718000,0.17,6271.TW
南亞科(2408.TW),940000,0.14,2408.TW
精成科(6191.TW),3988000,0.13,6191.TW
新日興(3376.TW),1741000,0.12,3376.TW
欣銓(3264.TW),1508000,0.11,3264.TW
高技(5439.TW),1056000,0.09,5439.TW
中鋼(2002.TW),5163000,0.04,2002.TW
譜瑞-KY(4966.TW),140000,0.03,4966.TW
