個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),991000,8.67,2330.TW
台光電(2383.TW),269000,5.93,2383.TW
欣興(3037.TW),1310000,5.5,3037.TW
緯穎(6669.TW),205000,4.78,6669.TW
奇鋐(3017.TW),424000,4.66,3017.TW
聯發科(2454.TW),321000,4.38,2454.TW
台燿(6274.TW),643000,3.73,6274.TW
台達電(2308.TW),570000,3.67,2308.TW
川湖(2059.TW),70000,3.59,2059.TW
創意(3443.TW),163000,3.38,3443.TW
旺矽(6223.TW),157000,3.27,6223.TW
智邦(2345.TW),366000,2.84,2345.TW
南電(8046.TW),620000,2.73,8046.TW
日月光投控(3711.TW),1138000,2.47,3711.TW
富世達(6805.TW),341000,2.32,6805.TW
國巨*(2327.TW),1070000,2.22,2327.TW
貿聯-KY(3665.TW),257000,2.13,3665.TW
聯電(2303.TW),4976000,2.12,2303.TW
致茂(2360.TW),267000,2.11,2360.TW
南亞科(2408.TW),1076000,2.05,2408.TW
金像電(2368.TW),538000,2.03,2368.TW
信驊(5274.TW),34900,2.03,5274.TW
健策(3653.TW),98000,2.02,3653.TW
研華(2395.TW),811000,2.01,2395.TW
力旺(3529.TW),215000,1.75,3529.TW
臻鼎-KY(4958.TW),1028000,1.75,4958.TW
穎崴(6515.TW),59000,1.39,6515.TW
藥華藥(6446.TW),201191,1.02,6446.TW
光寶科(2301.TW),987000,0.97,2301.TW
萬潤(6187.TW),200000,0.93,6187.TW
勤誠(8210.TW),258000,0.92,8210.TW
聯詠(3034.TW),361000,0.7,3034.TW
大立光(3008.TW),31000,0.63,3008.TW
鈊象(3293.TW),205000,0.57,3293.TW
南亞(1303.TW),830000,0.57,1303.TW
中砂(1560.TW),186000,0.48,1560.TW
昇達科(3491.TW),92000,0.44,3491.TW
高力(8996.TW),106000,0.44,8996.TW
萬海(2615.TW),782000,0.33,2615.TW
愛普*(6531.TW),92000,0.3,6531.TW
瑞昱(2379.TW),82000,0.21,2379.TW
崇越(5434.TW),99000,0.19,5434.TW
宜鼎(5289.TW),32000,0.18,5289.TW
創見(2451.TW),161000,0.17,2451.TW
威剛(3260.TW),115000,0.17,3260.TW
群聯(8299.TW),19000,0.14,8299.TW
華邦電(2344.TW),203000,0.13,2344.TW
達發(6526.TW),38000,0.08,6526.TW
亞德客-KY(1590.TW),14000,0.07,1590.TW
中華電(2412.TW),77000,0.04,2412.TW
