個股名稱,持有股數,投資比例(%),ticker
聯發科(2454.TW),480000,6.89,2454.TW
奇鋐(3017.TW),693000,6.31,3017.TW
旺矽(6223.TW),273000,5.96,6223.TW
創意(3443.TW),334000,5.2,3443.TW
欣興(3037.TW),1570000,5.04,3037.TW
環球晶(6488.TW),1160000,4.57,6488.TW
智邦(2345.TW),529000,4.5,2345.TW
南電(8046.TW),1039000,4.41,8046.TW
貿聯-KY(3665.TW),495000,4.18,3665.TW
弘塑(3131.TW),327000,3.59,3131.TW
華邦電(2344.TW),5896000,3.49,2344.TW
緯穎(6669.TW),145000,3.18,6669.TW
國巨*(2327.TW),1270000,3.12,2327.TW
台光電(2383.TW),157000,2.86,2383.TW
健策(3653.TW),215000,2.82,3653.TW
鴻勁(7769.TW),100000,2.32,7769.TW
印能科技(7734.TW),159000,2.11,7734.TW
信驊(5274.TW),36300,2.05,5274.TW
金像電(2368.TW),577000,1.99,2368.TW
萬潤(6187.TW),498000,1.8,6187.TW
穩懋(3105.TW),1212000,1.58,3105.TW
台燿(6274.TW),306000,1.46,6274.TW
禾伸堂(3026.TW),580000,1.42,3026.TW
辛耘(3583.TW),504000,1.38,3583.TW
精測(6510.TW),135000,1.34,6510.TW
南亞科(2408.TW),849000,1.3,2408.TW
川湖(2059.TW),42000,1.24,2059.TW
高力(8996.TW),282000,1.08,8996.TW
聯亞(3081.TW),158400,1.07,3081.TW
昇陽半導體(8028.TW),889000,1.02,8028.TW
台達電(2308.TW),144000,0.98,2308.TW
京元電子(2449.TW),793000,0.82,2449.TW
日月光投控(3711.TW),323000,0.76,3711.TW
勤誠(8210.TW),168000,0.7,8210.TW
穎崴(6515.TW),23000,0.55,6515.TW
台積電(2330.TW),49000,0.44,2330.TW
光聖(6442.TW),70000,0.36,6442.TW
達發(6526.TW),146000,0.33,6526.TW
沛亨(6291.TW),220000,0.31,6291.TW
新應材(4749.TW),95000,0.28,4749.TW
波若威(3163.TW),76000,0.21,3163.TW
世界(5347.TW),211000,0.13,5347.TW
大銀微系統(4576.TW),72000,0.05,4576.TW
聯電(2303.TW),78000,0.04,2303.TW
欣銓(3264.TW),34000,0.03,3264.TW
世芯-KY(3661.TW),1000,0.01,3661.TW
嘉澤(3533.TW),1000,0.01,3533.TW
群聯(8299.TW),1000,0.01,8299.TW
