個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),317000.0,22.49,2330.TW
臺股期貨08/26,,15.81,
聯發科(2454.TW),62500.0,6.51,2454.TW
台達電(2308.TW),79000.0,3.89,2308.TW
日月光投控(3711.TW),226000.0,3.67,3711.TW
台新新光金(2887.TW),3247150.0,3.46,2887.TW
元大金(2885.TW),1516000.0,3.08,2885.TW
聯電(2303.TW),796000.0,2.82,2303.TW
永豐金(2890.TW),1861500.0,2.33,2890.TW
統一(1216.TW),879000.0,2.14,1216.TW
上海商銀(5876.TW),1437230.0,2.07,5876.TW
信驊(5274.TW),4840.0,2.06,5274.TW
中租-KY(5871.TW),550800.0,1.96,5871.TW
台光電(2383.TW),14000.0,1.94,2383.TW
技嘉(2376.TW),188000.0,1.93,2376.TW
材料*-KY(4763.TW),1187000.0,1.82,4763.TW
大聯大(3702.TW),526000.0,1.79,3702.TW
億光(2393.TW),895000.0,1.77,2393.TW
飛捷(6206.TW),453000.0,1.72,6206.TW
崇越(5434.TW),109000.0,1.67,5434.TW
茂達(6138.TW),195000.0,1.62,6138.TW
祥碩(5269.TW),38000.0,1.6,5269.TW
矽格(6257.TW),262000.0,1.46,6257.TW
力成(6239.TW),208000.0,1.44,6239.TW
群聯(8299.TW),23000.0,1.11,8299.TW
致茂(2360.TW),18000.0,1.11,2360.TW
聯陽(3014.TW),287000.0,1.1,3014.TW
欣銓(3264.TW),186000.0,0.96,3264.TW
智邦(2345.TW),15000.0,0.93,2345.TW
旺矽(6223.TW),5500.0,0.85,6223.TW
弘塑(3131.TW),11000.0,0.76,3131.TW
洋基工程(6691.TW),36000.0,0.7,6691.TW
奇鋐(3017.TW),10000.0,0.68,3017.TW
國巨*(2327.TW),44000.0,0.65,2327.TW
聯詠(3034.TW),37000.0,0.58,3034.TW
欣興(3037.TW),23000.0,0.53,3037.TW
元太(8069.TW),75000.0,0.44,8069.TW
穎崴(6515.TW),2500.0,0.43,6515.TW
台星科(3265.TW),98000.0,0.42,3265.TW
威剛(3260.TW),32000.0,0.39,3260.TW
廣達(2382.TW),43000.0,0.39,2382.TW
世界(5347.TW),84000.0,0.37,5347.TW
帆宣(6196.TW),24000.0,0.34,6196.TW
景碩(3189.TW),14000.0,0.26,3189.TW
亞翔(6139.TW),11000.0,0.23,6139.TW
愛普*(6531.TW),9000.0,0.18,6531.TW
環球晶(6488.TW),5000.0,0.13,6488.TW
創意(3443.TW),1000.0,0.11,3443.TW
矽創(8016.TW),13000.0,0.11,8016.TW
統一超(2912.TW),13000.0,0.1,2912.TW
毅嘉(2402.TW),61000.0,0.1,2402.TW
臺指選擇權09/26 50300 買權,,0.0,
臺指選擇權08/26 49100 買權,,-0.01,
