個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),634000,9.66,2330.TW
聯發科(2454.TW),269000,6.24,2454.TW
川湖(2059.TW),110000,5.55,2059.TW
台達電(2308.TW),475000,5.51,2308.TW
台光電(2383.TW),151000,4.61,2383.TW
鴻勁(7769.TW),93000,3.82,7769.TW
健策(3653.TW),151000,3.36,3653.TW
欣興(3037.TW),562000,2.93,3037.TW
旺矽(6223.TW),76000,2.82,6223.TW
金像電(2368.TW),393000,2.43,2368.TW
穎崴(6515.TW),55000,2.31,6515.TW
聯亞(3081.TW),237600,2.28,3081.TW
鴻海(2317.TW),1286000,2.0,2317.TW
奇鋐(3017.TW),131000,1.92,3017.TW
創意(3443.TW),70000,1.82,3443.TW
智邦(2345.TW),130000,1.82,2345.TW
致茂(2360.TW),143000,1.82,2360.TW
南電(8046.TW),219000,1.65,8046.TW
日月光投控(3711.TW),400000,1.6,3711.TW
國巨*(2327.TW),345000,1.46,2327.TW
南亞科(2408.TW),568000,1.45,2408.TW
臻鼎-KY(4958.TW),436000,1.4,4958.TW
高力(8996.TW),221000,1.37,8996.TW
文曄(3036.TW),1067000,1.32,3036.TW
信驊(5274.TW),14300,1.27,5274.TW
寶雅(5904.TW),312450,1.25,5904.TW
緯穎(6669.TW),39000,1.23,6669.TW
中信金(2891.TW),2849000,1.13,2891.TW
華邦電(2344.TW),1153000,1.13,2344.TW
廣達(2382.TW),530000,1.09,2382.TW
台燿(6274.TW),130000,1.01,6274.TW
群聯(8299.TW),79000,0.93,8299.TW
技嘉(2376.TW),424000,0.91,2376.TW
玉山金(2884.TW),3867622,0.9,2884.TW
力旺(3529.TW),60000,0.9,3529.TW
大立光(3008.TW),35000,0.88,3008.TW
勤誠(8210.TW),112000,0.82,8210.TW
貿聯-KY(3665.TW),53336,0.67,3665.TW
景碩(3189.TW),139000,0.66,3189.TW
緯創(3231.TW),700000,0.66,3231.TW
禾伸堂(3026.TW),134000,0.58,3026.TW
鈊象(3293.TW),124000,0.56,3293.TW
富世達(6805.TW),54000,0.48,6805.TW
健鼎(3044.TW),164000,0.42,3044.TW
邁科(6831.TW),83000,0.31,6831.TW
光聖(6442.TW),37000,0.29,6442.TW
欣銓(3264.TW),172000,0.23,3264.TW
嘉澤(3533.TW),13000,0.17,3533.TW
