個股名稱,持有股數,投資比例(%),ticker
台積電(2330.TW),1025000,8.97,2330.TW
致茂(2360.TW),677000,5.13,2360.TW
台光電(2383.TW),291000,4.98,2383.TW
聯發科(2454.TW),384000,4.93,2454.TW
奇鋐(3017.TW),487000,4.08,3017.TW
緯穎(6669.TW),203000,3.95,6669.TW
欣興(3037.TW),1336000,3.79,3037.TW
旺矽(6223.TW),171000,3.26,6223.TW
川湖(2059.TW),113000,3.2,2059.TW
信驊(5274.TW),52400,2.75,5274.TW
貿聯-KY(3665.TW),354000,2.68,3665.TW
台達電(2308.TW),446000,2.64,2308.TW
環球晶(6488.TW),853000,2.63,6488.TW
創意(3443.TW),190000,2.61,3443.TW
健策(3653.TW),178000,2.21,3653.TW
萬潤(6187.TW),596000,2.0,6187.TW
大立光(3008.TW),123000,1.79,3008.TW
智邦(2345.TW),227000,1.74,2345.TW
元大金(2885.TW),6026000,1.48,2885.TW
南亞科(2408.TW),1119000,1.46,2408.TW
華碩(2357.TW),481000,1.41,2357.TW
健鼎(3044.TW),1034000,1.38,3044.TW
日月光投控(3711.TW),608000,1.22,3711.TW
力旺(3529.TW),122000,1.09,3529.TW
文曄(3036.TW),1497000,1.06,3036.TW
中信金(2891.TW),3875000,0.91,2891.TW
緯創(3231.TW),1401000,0.89,3231.TW
力成(6239.TW),1030000,0.88,6239.TW
鴻海(2317.TW),960000,0.87,2317.TW
京元電子(2449.TW),1071000,0.86,2449.TW
南電(8046.TW),260000,0.86,8046.TW
台塑化(6505.TW),2995000,0.77,6505.TW
鴻勁(7769.TW),34000,0.76,7769.TW
世界(5347.TW),1351000,0.74,5347.TW
廣達(2382.TW),664000,0.7,2382.TW
華通(2313.TW),1107336,0.68,2313.TW
順達(3211.TW),549000,0.58,3211.TW
光聖(6442.TW),112000,0.47,6442.TW
富邦金(2881.TW),817000,0.38,2881.TW
鈊象(3293.TW),133000,0.37,3293.TW
崇越(5434.TW),200000,0.36,5434.TW
南亞(1303.TW),615000,0.35,1303.TW
精測(6510.TW),32000,0.29,6510.TW
精材(3374.TW),271000,0.27,3374.TW
日電貿(3090.TW),592000,0.27,3090.TW
新普(6121.TW),178000,0.23,6121.TW
嘉基(6715.TW),140000,0.16,6715.TW
群光(2385.TW),338000,0.13,2385.TW
宏全(9939.TW),180000,0.08,9939.TW
聯電(2303.TW),54000,0.02,2303.TW
臻鼎-KY(4958.TW),8000,0.01,4958.TW
